Label,IPLength,IPHeaderLength,TTL,Protocol,SourcePort,DestPort,SequenceNumber,AckNumber,WindowSize,TCPHeaderLength,TCPLength,TCPStream,TCPUrgentPointer,IPFlags,IPID,IPchecksum,TCPflags,TCPChecksum
TCP_Camera,142,20,64,6,55778,443,26333,667,2529,32,90,2,0,0x02,0x2954,0x7053,0x0018,0x3836
TCP_Camera,142,20,64,6,45739,443,25469,593,2529,32,90,0,0,0x02,0xcf1b,0x3a7a,0x0018,0xaf7f
TCP_Camera,142,20,64,6,55778,443,26423,667,2529,32,90,2,0,0x02,0x2955,0x7052,0x0018,0x9249
TCP_Camera,142,20,64,6,45739,443,25559,593,2529,32,90,0,0,0x02,0xcf1c,0x3a79,0x0018,0x45f7
TCP_Camera,142,20,64,6,55778,443,26513,667,2529,32,90,2,0,0x02,0x2956,0x7051,0x0018,0x35ca
TCP_Camera,142,20,64,6,45739,443,25649,593,2529,32,90,0,0,0x02,0xcf1d,0x3a78,0x0018,0x3647
TCP_Camera,60,20,64,6,54158,8443,0,0,5840,40,0,27,0,0x02,0x3575,0xba12,0x0002,0x6a90
TCP_Camera,142,20,64,6,55778,443,26603,667,2529,32,90,2,0,0x02,0x2957,0x7050,0x0018,0x7c7a
TCP_Camera,142,20,64,6,55778,443,26693,667,2529,32,90,2,0,0x02,0x2958,0x704f,0x0018,0x7fda
TCP_Camera,142,20,64,6,45739,443,25739,593,2529,32,90,0,0,0x02,0xcf1e,0x3a77,0x0018,0x3e59
TCP_Camera,142,20,64,6,55778,443,26783,667,2529,32,90,2,0,0x02,0x2959,0x704e,0x0018,0xedf9
TCP_Camera,142,20,64,6,45739,443,25829,593,2529,32,90,0,0,0x02,0xcf1f,0x3a76,0x0018,0x4748
TCP_Camera,142,20,64,6,55778,443,26873,667,2529,32,90,2,0,0x02,0x295a,0x704d,0x0018,0xb68d
TCP_Camera,142,20,64,6,45739,443,25919,593,2529,32,90,0,0,0x02,0xcf20,0x3a75,0x0018,0x8341
TCP_Camera,142,20,64,6,55778,443,26963,667,2529,32,90,2,0,0x02,0x295b,0x704c,0x0018,0xc615
TCP_Camera,142,20,64,6,45739,443,26009,593,2529,32,90,0,0,0x02,0xcf21,0x3a74,0x0018,0x0fb7
TCP_Camera,60,20,64,6,53508,5104,0,0,5840,40,0,20,0,0x02,0xb1c6,0xdd13,0x0002,0x17c2
TCP_Camera,142,20,64,6,55778,443,27053,667,2529,32,90,2,0,0x02,0x295c,0x704b,0x0018,0xb0fd
TCP_Camera,142,20,64,6,45739,443,26099,593,2529,32,90,0,0,0x02,0xcf22,0x3a73,0x0018,0x2886
TCP_Camera,60,20,64,6,54158,8443,0,0,5840,40,0,27,0,0x02,0x3576,0xba11,0x0002,0x64b0
TCP_Camera,286,20,64,6,45739,443,26189,593,2529,32,234,0,0,0x02,0xcf23,0x39e2,0x0018,0x502e
TCP_Camera,142,20,64,6,55778,443,27143,667,2529,32,90,2,0,0x02,0x295d,0x704a,0x0018,0x2523
TCP_Camera,142,20,64,6,45739,443,26423,593,2529,32,90,0,0,0x02,0xcf24,0x3a71,0x0018,0xd4cb
TCP_Camera,142,20,64,6,55778,443,27233,667,2529,32,90,2,0,0x02,0x295e,0x7049,0x0018,0x4cc9
TCP_Camera,142,20,64,6,45739,443,26513,593,2529,32,90,0,0,0x02,0xcf25,0x3a70,0x0018,0x3c19
TCP_Camera,142,20,64,6,55778,443,27323,667,2529,32,90,2,0,0x02,0x295f,0x7048,0x0018,0xbf13
TCP_Camera,142,20,64,6,45739,443,26603,593,2529,32,90,0,0,0x02,0xcf26,0x3a6f,0x0018,0x21e7
TCP_Camera,142,20,64,6,55778,443,27413,667,2529,32,90,2,0,0x02,0x2960,0x7047,0x0018,0xe3ad
TCP_Camera,142,20,64,6,45739,443,26693,593,2529,32,90,0,0,0x02,0xcf27,0x3a6e,0x0018,0x9a2d
TCP_Camera,142,20,64,6,55778,443,27503,667,2529,32,90,2,0,0x02,0x2961,0x7046,0x0018,0xcea2
TCP_Camera,142,20,64,6,45739,443,26783,593,2529,32,90,0,0,0x02,0xcf28,0x3a6d,0x0018,0x6166
TCP_Camera,142,20,64,6,55778,443,27593,667,2529,32,90,2,0,0x02,0x2962,0x7045,0x0018,0xcbf5
TCP_Camera,142,20,64,6,45739,443,26873,593,2529,32,90,0,0,0x02,0xcf29,0x3a6c,0x0018,0xcf67
TCP_Camera,142,20,64,6,55778,443,27683,667,2529,32,90,2,0,0x02,0x2963,0x7044,0x0018,0x87b0
TCP_Camera,142,20,64,6,45739,443,26963,593,2529,32,90,0,0,0x02,0xcf2a,0x3a6b,0x0018,0x65f1
TCP_Camera,52,20,64,6,45739,443,27053,667,2529,32,0,0,0,0x02,0xcf2b,0x3ac4,0x0010,0xc048
TCP_Camera,142,20,64,6,55778,443,27773,667,2529,32,90,2,0,0x02,0x2964,0x7043,0x0018,0x1eba
TCP_Camera,142,20,64,6,45739,443,27053,667,2529,32,90,0,0,0x02,0xcf2c,0x3a69,0x0018,0x4759
TCP_Camera,142,20,64,6,55778,443,27863,667,2529,32,90,2,0,0x02,0x2965,0x7042,0x0018,0xc273
TCP_Camera,142,20,64,6,45739,443,27143,667,2529,32,90,0,0,0x02,0xcf2d,0x3a68,0x0018,0x93d1
TCP_Camera,142,20,64,6,55778,443,27953,667,2529,32,90,2,0,0x02,0x2966,0x7041,0x0018,0x031d
TCP_Camera,142,20,64,6,45739,443,27233,667,2529,32,90,0,0,0x02,0xcf2e,0x3a67,0x0018,0x2e1c
TCP_Camera,52,20,64,6,55778,443,28043,741,2529,32,0,2,0,0x02,0x2967,0x709a,0x0010,0xe10b
TCP_Camera,142,20,64,6,55778,443,28043,741,2529,32,90,2,0,0x02,0x2968,0x703f,0x0018,0x312d
TCP_Camera,142,20,64,6,45739,443,27323,667,2529,32,90,0,0,0x02,0xcf2f,0x3a66,0x0018,0x7482
TCP_Camera,142,20,64,6,55778,443,28133,741,2529,32,90,2,0,0x02,0x2969,0x703e,0x0018,0x348e
TCP_Camera,60,20,64,6,54158,8443,0,0,5840,40,0,27,0,0x02,0x3577,0xba10,0x0002,0x58f4
TCP_Camera,142,20,64,6,45739,443,27413,667,2529,32,90,0,0,0x02,0xcf30,0x3a65,0x0018,0xfe9e
TCP_Camera,142,20,64,6,55778,443,28223,741,2529,32,90,2,0,0x02,0x296a,0x703d,0x0018,0x4d52
TCP_Camera,60,20,64,6,39236,3475,0,0,5840,40,0,28,0,0x02,0x0295,0xbd1d,0x0002,0x5810
TCP_Camera,142,20,64,6,45739,443,27503,667,2529,32,90,0,0,0x02,0xcf31,0x3a64,0x0018,0x16eb
TCP_Camera,142,20,64,6,55778,443,28313,741,2529,32,90,2,0,0x02,0x296b,0x703c,0x0018,0x8b5d
TCP_Camera,142,20,64,6,45739,443,27593,667,2529,32,90,0,0,0x02,0xcf32,0x3a63,0x0018,0x767a
TCP_Camera,142,20,64,6,55778,443,28403,741,2529,32,90,2,0,0x02,0x296c,0x703b,0x0018,0xaad2
TCP_Camera,142,20,64,6,45739,443,27683,667,2529,32,90,0,0,0x02,0xcf33,0x3a62,0x0018,0x0492
TCP_Camera,142,20,64,6,55778,443,28493,741,2529,32,90,2,0,0x02,0x296d,0x703a,0x0018,0x5ddb
TCP_Camera,60,20,64,6,39236,3475,0,0,5840,40,0,28,0,0x02,0x0296,0xbd1c,0x0002,0x5520
TCP_Camera,142,20,64,6,55778,443,28583,741,2529,32,90,2,0,0x02,0x296e,0x7039,0x0018,0xca00
TCP_Camera,142,20,64,6,45739,443,27773,667,2529,32,90,0,0,0x02,0xcf34,0x3a61,0x0018,0x52bd
TCP_Camera,142,20,64,6,55778,443,28673,741,2529,32,90,2,0,0x02,0x296f,0x7038,0x0018,0x01aa
TCP_Camera,142,20,64,6,45739,443,27863,667,2529,32,90,0,0,0x02,0xcf35,0x3a60,0x0018,0x64db
TCP_Camera,142,20,64,6,55778,443,28763,741,2529,32,90,2,0,0x02,0x2970,0x7037,0x0018,0x2842
TCP_Camera,142,20,64,6,45739,443,27953,667,2529,32,90,0,0,0x02,0xcf36,0x3a5f,0x0018,0xdf58
TCP_Camera,142,20,64,6,55778,443,28853,741,2529,32,90,2,0,0x02,0x2971,0x7036,0x0018,0x58cb
TCP_Camera,142,20,64,6,45739,443,28043,667,2529,32,90,0,0,0x02,0xcf37,0x3a5e,0x0018,0x6a3d
TCP_Camera,142,20,64,6,55778,443,28943,741,2529,32,90,2,0,0x02,0x2972,0x7035,0x0018,0x397e
TCP_Camera,60,20,64,6,57579,8443,0,0,5840,40,0,29,0,0x02,0xbd7a,0x3748,0x0002,0xd016
TCP_Camera,142,20,64,6,45739,443,28133,667,2529,32,90,0,0,0x02,0xcf38,0x3a5d,0x0018,0xf725
TCP_Camera,286,20,64,6,55778,443,29033,741,2529,32,234,2,0,0x02,0x2973,0x6fa4,0x0018,0x5820
TCP_Camera,60,20,64,6,39236,3475,0,0,5840,40,0,28,0,0x02,0x0297,0xbd1b,0x0002,0x4f40
TCP_Camera,142,20,64,6,55778,443,29267,741,2529,32,90,2,0,0x02,0x2974,0x7033,0x0018,0x64f9
TCP_Camera,142,20,64,6,45739,443,28223,667,2529,32,90,0,0,0x02,0xcf39,0x3a5c,0x0018,0xbb97
TCP_Camera,142,20,64,6,55778,443,29357,741,2529,32,90,2,0,0x02,0x2975,0x7032,0x0018,0x53e4
TCP_Camera,142,20,64,6,45739,443,28313,667,2529,32,90,0,0,0x02,0xcf3a,0x3a5b,0x0018,0xf8a6
TCP_Camera,142,20,64,6,55778,443,29447,741,2529,32,90,2,0,0x02,0x2976,0x7031,0x0018,0x5fab
TCP_Camera,60,20,64,6,57579,8443,0,0,5840,40,0,29,0,0x02,0xbd7b,0x3747,0x0002,0xcd27
TCP_Camera,142,20,64,6,45739,443,28403,667,2529,32,90,0,0,0x02,0xcf3b,0x3a5a,0x0018,0x40d0
TCP_Camera,142,20,64,6,55778,443,29537,741,2529,32,90,2,0,0x02,0x2977,0x7030,0x0018,0xb668
TCP_Camera,142,20,64,6,45739,443,28493,667,2529,32,90,0,0,0x02,0xcf3c,0x3a59,0x0018,0x2108
TCP_Camera,142,20,64,6,55778,443,29627,741,2529,32,90,2,0,0x02,0x2978,0x702f,0x0018,0xf1eb
TCP_Camera,142,20,64,6,45739,443,28583,667,2529,32,90,0,0,0x02,0xcf3d,0x3a58,0x0018,0xe61a
TCP_Camera,142,20,64,6,55778,443,29717,741,2529,32,90,2,0,0x02,0x2979,0x702e,0x0018,0x5b5e
TCP_Camera,142,20,64,6,45739,443,28673,667,2529,32,90,0,0,0x02,0xcf3e,0x3a57,0x0018,0x93f1
TCP_Camera,142,20,64,6,55778,443,29807,741,2529,32,90,2,0,0x02,0x297a,0x702d,0x0018,0x4f1a
TCP_Camera,142,20,64,6,45739,443,28763,667,2529,32,90,0,0,0x02,0xcf3f,0x3a56,0x0018,0x27d2
TCP_Camera,142,20,64,6,55778,443,29897,741,2529,32,90,2,0,0x02,0x297b,0x702c,0x0018,0x0d1b
TCP_Camera,142,20,64,6,45739,443,28853,667,2529,32,90,0,0,0x02,0xcf40,0x3a55,0x0018,0x8567
TCP_Camera,60,20,64,6,57579,8443,0,0,5840,40,0,29,0,0x02,0xbd7c,0x3746,0x0002,0xc747
TCP_Camera,142,20,64,6,55778,443,29987,741,2529,32,90,2,0,0x02,0x297c,0x702b,0x0018,0x3ae2
TCP_Camera,142,20,64,6,45739,443,28943,667,2529,32,90,0,0,0x02,0xcf41,0x3a54,0x0018,0x32c2
TCP_Camera,142,20,64,6,55778,443,30077,741,2529,32,90,2,0,0x02,0x297d,0x702a,0x0018,0xfb34
TCP_Camera,142,20,64,6,45739,443,29033,667,2529,32,90,0,0,0x02,0xcf42,0x3a53,0x0018,0x8054
TCP_Camera,142,20,64,6,55778,443,30167,741,2529,32,90,2,0,0x02,0x297e,0x7029,0x0018,0xeaae
TCP_Camera,142,20,64,6,45739,443,29123,667,2529,32,90,0,0,0x02,0xcf43,0x3a52,0x0018,0x223a
TCP_Camera,286,20,64,6,45739,443,29213,667,2529,32,234,0,0,0x02,0xcf44,0x39c1,0x0018,0x78ca
TCP_Camera,142,20,64,6,55778,443,30257,741,2529,32,90,2,0,0x02,0x297f,0x7028,0x0018,0x571a
TCP_Camera,142,20,64,6,45739,443,29447,667,2529,32,90,0,0,0x02,0xcf45,0x3a50,0x0018,0xf177
TCP_Camera,142,20,64,6,55778,443,30347,741,2529,32,90,2,0,0x02,0x2980,0x7027,0x0018,0x53d7
TCP_Camera,142,20,64,6,45739,443,29537,667,2529,32,90,0,0,0x02,0xcf46,0x3a4f,0x0018,0x3d49
TCP_Camera,142,20,64,6,55778,443,30437,741,2529,32,90,2,0,0x02,0x2981,0x7026,0x0018,0x043c
TCP_Camera,142,20,64,6,45739,443,29627,667,2529,32,90,0,0,0x02,0xcf47,0x3a4e,0x0018,0x9800
TCP_Camera,60,20,64,6,47260,8443,0,0,5840,40,0,30,0,0x02,0x9212,0x5615,0x0002,0x7a0c
TCP_Camera,142,20,64,6,55778,443,30527,741,2529,32,90,2,0,0x02,0x2982,0x7025,0x0018,0x35b8
TCP_Camera,142,20,64,6,45739,443,29717,667,2529,32,90,0,0,0x02,0xcf48,0x3a4d,0x0018,0xe360
TCP_Camera,142,20,64,6,55778,443,30617,741,2529,32,90,2,0,0x02,0x2983,0x7024,0x0018,0x0622
TCP_Camera,142,20,64,6,45739,443,29807,667,2529,32,90,0,0,0x02,0xcf49,0x3a4c,0x0018,0xffa9
TCP_Camera,158,20,64,6,55778,443,30707,741,2529,32,106,2,0,0x02,0x2984,0x7013,0x0018,0x74f9
TCP_Camera,142,20,64,6,55778,443,30813,741,2529,32,90,2,0,0x02,0x2985,0x7022,0x0018,0x880a
TCP_Camera,142,20,64,6,45739,443,29897,667,2529,32,90,0,0,0x02,0xcf4a,0x3a4b,0x0018,0xf1f7
TCP_Camera,60,20,64,6,47260,8443,0,0,5840,40,0,30,0,0x02,0x9213,0x5614,0x0002,0x771d
TCP_Camera,142,20,64,6,55778,443,30903,741,2529,32,90,2,0,0x02,0x2986,0x7021,0x0018,0xdc03
TCP_Camera,142,20,64,6,45739,443,29987,667,2529,32,90,0,0,0x02,0xcf4b,0x3a4a,0x0018,0xaa29
TCP_Camera,52,20,64,6,45739,443,30077,741,2529,32,0,0,0,0x02,0xcf4c,0x3aa3,0x0010,0x2664
TCP_Camera,142,20,64,6,55778,443,30993,741,2529,32,90,2,0,0x02,0x2987,0x7020,0x0018,0xb25d
TCP_Camera,142,20,64,6,45739,443,30077,741,2529,32,90,0,0,0x02,0xcf4d,0x3a48,0x0018,0xf496
TCP_Camera,142,20,64,6,55778,443,31083,741,2529,32,90,2,0,0x02,0x2988,0x701f,0x0018,0x5641
TCP_Camera,142,20,64,6,45739,443,30167,741,2529,32,90,0,0,0x02,0xcf4e,0x3a47,0x0018,0x3ae1
TCP_Camera,142,20,64,6,55778,443,31173,741,2529,32,90,2,0,0x02,0x2989,0x701e,0x0018,0x5257
TCP_Camera,142,20,64,6,45739,443,30257,741,2529,32,90,0,0,0x02,0xcf4f,0x3a46,0x0018,0x2a5a
TCP_Camera,52,20,64,6,55778,443,31263,815,2529,32,0,2,0,0x02,0x298a,0x7077,0x0010,0x4661
TCP_Camera,142,20,64,6,55778,443,31263,815,2529,32,90,2,0,0x02,0x298b,0x701c,0x0018,0x29eb
TCP_Camera,142,20,64,6,45739,443,30347,741,2529,32,90,0,0,0x02,0xcf50,0x3a45,0x0018,0x94cd
TCP_Camera,60,20,64,6,41122,8443,0,0,5840,40,0,31,0,0x02,0x07fe,0x8ee4,0x0002,0xb392
TCP_Camera,142,20,64,6,55778,443,31353,815,2529,32,90,2,0,0x02,0x298c,0x701b,0x0018,0x7768
TCP_Camera,142,20,64,6,45739,443,30437,741,2529,32,90,0,0,0x02,0xcf51,0x3a44,0x0018,0xaca2
TCP_Camera,142,20,64,6,55778,443,31443,815,2529,32,90,2,0,0x02,0x298d,0x701a,0x0018,0x838a
TCP_Camera,142,20,64,6,45739,443,30527,741,2529,32,90,0,0,0x02,0xcf52,0x3a43,0x0018,0xfac9
TCP_Camera,142,20,64,6,55778,443,31533,815,2529,32,90,2,0,0x02,0x298e,0x7019,0x0018,0x0ad3
TCP_Camera,142,20,64,6,45739,443,30617,741,2529,32,90,0,0,0x02,0xcf53,0x3a42,0x0018,0x48b1
TCP_Camera,60,20,64,6,41122,8443,0,0,5840,40,0,31,0,0x02,0x07ff,0x8ee3,0x0002,0xb0a3
TCP_Camera,60,20,64,6,53508,5104,0,0,5840,40,0,20,0,0x02,0xb1c7,0xdd12,0x0002,0xe8d1
TCP_Camera,142,20,64,6,55778,443,31623,815,2529,32,90,2,0,0x02,0x298f,0x7018,0x0018,0x3f8a
TCP_Camera,142,20,64,6,45739,443,30707,741,2529,32,90,0,0,0x02,0xcf54,0x3a41,0x0018,0xfff6
TCP_Camera,60,20,64,6,44913,8443,0,0,5840,40,0,32,0,0x02,0x6eb1,0x05a6,0x0002,0x1861
TCP_Camera,142,20,64,6,55778,443,31713,815,2529,32,90,2,0,0x02,0x2990,0x7017,0x0018,0xb6cb
TCP_Camera,142,20,64,6,45739,443,30797,741,2529,32,90,0,0,0x02,0xcf55,0x3a40,0x0018,0x1d34
TCP_Camera,142,20,64,6,55778,443,31803,815,2529,32,90,2,0,0x02,0x2991,0x7016,0x0018,0x308f
TCP_Camera,142,20,64,6,45739,443,30887,741,2529,32,90,0,0,0x02,0xcf56,0x3a3f,0x0018,0x1a80
TCP_Camera,60,20,64,6,39170,8443,0,0,5840,40,0,33,0,0x02,0x893f,0x72f0,0x0002,0x8e33
TCP_Camera,142,20,64,6,55778,443,31893,815,2529,32,90,2,0,0x02,0x2992,0x7015,0x0018,0x3018
TCP_Camera,142,20,64,6,45739,443,30977,741,2529,32,90,0,0,0x02,0xcf57,0x3a3e,0x0018,0x5ec2
TCP_Camera,142,20,64,6,55778,443,31983,815,2529,32,90,2,0,0x02,0x2993,0x7014,0x0018,0x3c90
TCP_Camera,142,20,64,6,45739,443,31067,741,2529,32,90,0,0,0x02,0xcf58,0x3a3d,0x0018,0x5974
TCP_Camera,142,20,64,6,55778,443,32073,815,2529,32,90,2,0,0x02,0x2994,0x7013,0x0018,0x4c53
TCP_Camera,60,20,64,6,39243,3475,0,0,5840,40,0,34,0,0x02,0x7e48,0x416a,0x0002,0x97a3
TCP_Camera,142,20,64,6,45739,443,31157,741,2529,32,90,0,0,0x02,0xcf59,0x3a3c,0x0018,0x5ae2
TCP_Camera,142,20,64,6,55778,443,32163,815,2529,32,90,2,0,0x02,0x2995,0x7012,0x0018,0x3f69
TCP_Camera,142,20,64,6,45739,443,31247,741,2529,32,90,0,0,0x02,0xcf5a,0x3a3b,0x0018,0xa7d9
TCP_Camera,286,20,64,6,55778,443,32253,815,2529,32,234,2,0,0x02,0x2996,0x6f81,0x0018,0x7041
TCP_Camera,142,20,64,6,55778,443,32487,815,2529,32,90,2,0,0x02,0x2997,0x7010,0x0018,0xb00f
TCP_Camera,142,20,64,6,45739,443,31337,741,2529,32,90,0,0,0x02,0xcf5b,0x3a3a,0x0018,0xe49a
TCP_Camera,142,20,64,6,55778,443,32577,815,2529,32,90,2,0,0x02,0x2998,0x700f,0x0018,0x32ad
TCP_Camera,60,20,64,6,39243,3475,0,0,5840,40,0,34,0,0x02,0x7e49,0x4169,0x0002,0x94b3
TCP_Camera,142,20,64,6,45739,443,31427,741,2529,32,90,0,0,0x02,0xcf5c,0x3a39,0x0018,0xd593
TCP_Camera,142,20,64,6,55778,443,32667,815,2529,32,90,2,0,0x02,0x2999,0x700e,0x0018,0x86fd
TCP_Camera,142,20,64,6,45739,443,31517,741,2529,32,90,0,0,0x02,0xcf5d,0x3a38,0x0018,0xbdb4
TCP_Camera,142,20,64,6,55778,443,32757,815,2529,32,90,2,0,0x02,0x299a,0x700d,0x0018,0x6d35
TCP_Camera,142,20,64,6,45739,443,31607,741,2529,32,90,0,0,0x02,0xcf5e,0x3a37,0x0018,0xdf96
TCP_Camera,142,20,64,6,55778,443,32847,815,2529,32,90,2,0,0x02,0x299b,0x700c,0x0018,0xe6ce
TCP_Camera,142,20,64,6,45739,443,31697,741,2529,32,90,0,0,0x02,0xcf5f,0x3a36,0x0018,0x2e23
TCP_Camera,142,20,64,6,55778,443,32937,815,2529,32,90,2,0,0x02,0x299c,0x700b,0x0018,0x04ea
TCP_Camera,142,20,64,6,45739,443,31787,741,2529,32,90,0,0,0x02,0xcf60,0x3a35,0x0018,0x1e15
TCP_Camera,142,20,64,6,55778,443,33027,815,2529,32,90,2,0,0x02,0x299d,0x700a,0x0018,0x7363
TCP_Camera,142,20,64,6,55778,443,33117,815,2529,32,90,2,0,0x02,0x299e,0x7009,0x0018,0x7304
TCP_Camera,60,20,64,6,39243,3475,0,0,5840,40,0,34,0,0x02,0x7e4a,0x4168,0x0002,0x8ed5
TCP_Camera,142,20,64,6,45739,443,31877,741,2529,32,90,0,0,0x02,0xcf61,0x3a34,0x0018,0x9c48
TCP_Camera,142,20,64,6,55778,443,33207,815,2529,32,90,2,0,0x02,0x299f,0x7008,0x0018,0x2f68
TCP_Camera,142,20,64,6,45739,443,31967,741,2529,32,90,0,0,0x02,0xcf62,0x3a33,0x0018,0x2ba6
TCP_Camera,142,20,64,6,55778,443,33297,815,2529,32,90,2,0,0x02,0x29a0,0x7007,0x0018,0xb9fb
TCP_Camera,142,20,64,6,45739,443,32057,741,2529,32,90,0,0,0x02,0xcf63,0x3a32,0x0018,0x75ff
TCP_Camera,142,20,64,6,55778,443,33387,815,2529,32,90,2,0,0x02,0x29a1,0x7006,0x0018,0x9647
TCP_Camera,142,20,64,6,45739,443,32147,741,2529,32,90,0,0,0x02,0xcf64,0x3a31,0x0018,0x6a9b
TCP_Camera,286,20,64,6,45739,443,32237,741,2529,32,234,0,0,0x02,0xcf65,0x39a0,0x0018,0x685a
TCP_Camera,142,20,64,6,45739,443,32471,741,2529,32,90,0,0,0x02,0xcf66,0x3a2f,0x0018,0x2c09
TCP_Camera,60,20,64,6,53835,5104,0,0,5840,40,0,35,0,0x02,0x8914,0x05c6,0x0002,0xc48c
TCP_Camera,142,20,64,6,55778,443,33477,815,2529,32,90,2,0,0x02,0x29a2,0x7005,0x0018,0xa9c5
TCP_Camera,142,20,64,6,45739,443,32561,741,2529,32,90,0,0,0x02,0xcf67,0x3a2e,0x0018,0x1757
TCP_Camera,142,20,64,6,55778,443,33567,815,2529,32,90,2,0,0x02,0x29a3,0x7004,0x0018,0xf78a
TCP_Camera,142,20,64,6,45739,443,32651,741,2529,32,90,0,0,0x02,0xcf68,0x3a2d,0x0018,0xe597
TCP_Camera,142,20,64,6,55778,443,33657,815,2529,32,90,2,0,0x02,0x29a4,0x7003,0x0018,0x849c
TCP_Camera,142,20,64,6,45739,443,32741,741,2529,32,90,0,0,0x02,0xcf69,0x3a2c,0x0018,0x8b7d
TCP_Camera,60,20,64,6,53835,5104,0,0,5840,40,0,35,0,0x02,0x8915,0x05c5,0x0002,0xc19c
TCP_Camera,142,20,64,6,55778,443,33747,815,2529,32,90,2,0,0x02,0x29a5,0x7002,0x0018,0x163f
TCP_Camera,142,20,64,6,45739,443,32831,741,2529,32,90,0,0,0x02,0xcf6a,0x3a2b,0x0018,0x9e0a
TCP_Camera,142,20,64,6,55778,443,33837,815,2529,32,90,2,0,0x02,0x29a6,0x7001,0x0018,0x5aa9
TCP_Camera,142,20,64,6,45739,443,32921,741,2529,32,90,0,0,0x02,0xcf6b,0x3a2a,0x0018,0xc48d
TCP_Camera,142,20,64,6,55778,443,33927,815,2529,32,90,2,0,0x02,0x29a7,0x7000,0x0018,0xefd0
TCP_Camera,142,20,64,6,45739,443,33011,741,2529,32,90,0,0,0x02,0xcf6c,0x3a29,0x0018,0x3cb5
TCP_Camera,142,20,64,6,55778,443,34017,815,2529,32,90,2,0,0x02,0x29a8,0x6fff,0x0018,0xfa0d
TCP_Camera,52,20,64,6,45739,443,33101,815,2529,32,0,0,0,0x02,0xcf6d,0x3a82,0x0010,0x8c80
TCP_Camera,142,20,64,6,45739,443,33101,815,2529,32,90,0,0,0x02,0xcf6e,0x3a27,0x0018,0x1e09
TCP_Camera,60,20,64,6,39243,3475,0,0,5840,40,0,34,0,0x02,0x7e4b,0x4167,0x0002,0x8315
TCP_Camera,142,20,64,6,55778,443,34107,815,2529,32,90,2,0,0x02,0x29a9,0x6ffe,0x0018,0x1aca
TCP_Camera,142,20,64,6,45739,443,33191,815,2529,32,90,0,0,0x02,0xcf6f,0x3a26,0x0018,0x1c09
TCP_Camera,142,20,64,6,55778,443,34197,815,2529,32,90,2,0,0x02,0x29aa,0x6ffd,0x0018,0xf50b
TCP_Camera,142,20,64,6,45739,443,33281,815,2529,32,90,0,0,0x02,0xcf70,0x3a25,0x0018,0x6b8c
TCP_Camera,60,20,64,6,53835,5104,0,0,5840,40,0,35,0,0x02,0x8916,0x05c4,0x0002,0xbbbc
TCP_Camera,142,20,64,6,55778,443,34287,815,2529,32,90,2,0,0x02,0x29ab,0x6ffc,0x0018,0x4254
TCP_Camera,52,20,64,6,55778,443,34377,889,2529,32,0,2,0,0x02,0x29ac,0x7055,0x0010,0xac24
TCP_Camera,142,20,64,6,45739,443,33371,815,2529,32,90,0,0,0x02,0xcf71,0x3a24,0x0018,0xf85b
TCP_Camera,142,20,64,6,55778,443,34377,889,2529,32,90,2,0,0x02,0x29ad,0x6ffa,0x0018,0x2ea3
TCP_Camera,142,20,64,6,45739,443,33461,815,2529,32,90,0,0,0x02,0xcf72,0x3a23,0x0018,0x9ea8
TCP_Camera,142,20,64,6,55778,443,34467,889,2529,32,90,2,0,0x02,0x29ae,0x6ff9,0x0018,0xc751
TCP_Camera,142,20,64,6,45739,443,33551,815,2529,32,90,0,0,0x02,0xcf73,0x3a22,0x0018,0x5d12
TCP_Camera,142,20,64,6,55778,443,34557,889,2529,32,90,2,0,0x02,0x29af,0x6ff8,0x0018,0x3f8e
TCP_Camera,142,20,64,6,45739,443,33641,815,2529,32,90,0,0,0x02,0xcf74,0x3a21,0x0018,0x5b31
TCP_Camera,142,20,64,6,55778,443,34647,889,2529,32,90,2,0,0x02,0x29b0,0x6ff7,0x0018,0x57b2
TCP_Camera,142,20,64,6,45739,443,33731,815,2529,32,90,0,0,0x02,0xcf75,0x3a20,0x0018,0xe885
TCP_Camera,142,20,64,6,55778,443,34737,889,2529,32,90,2,0,0x02,0x29b1,0x6ff6,0x0018,0x93ec
TCP_Camera,142,20,64,6,45739,443,33821,815,2529,32,90,0,0,0x02,0xcf76,0x3a1f,0x0018,0xda68
TCP_Camera,142,20,64,6,55778,443,34827,889,2529,32,90,2,0,0x02,0x29b2,0x6ff5,0x0018,0xab36
TCP_Camera,142,20,64,6,45739,443,33911,815,2529,32,90,0,0,0x02,0xcf77,0x3a1e,0x0018,0x6ed7
TCP_Camera,142,20,64,6,55778,443,34917,889,2529,32,90,2,0,0x02,0x29b3,0x6ff4,0x0018,0x5b72
TCP_Camera,142,20,64,6,45739,443,34001,815,2529,32,90,0,0,0x02,0xcf78,0x3a1d,0x0018,0x8fb2
TCP_Camera,142,20,64,6,55778,443,35007,889,2529,32,90,2,0,0x02,0x29b4,0x6ff3,0x0018,0x10c5
TCP_Camera,142,20,64,6,45739,443,34091,815,2529,32,90,0,0,0x02,0xcf79,0x3a1c,0x0018,0x0422
TCP_Camera,142,20,64,6,55778,443,35097,889,2529,32,90,2,0,0x02,0x29b5,0x6ff2,0x0018,0xf769
TCP_Camera,142,20,64,6,45739,443,34181,815,2529,32,90,0,0,0x02,0xcf7a,0x3a1b,0x0018,0x9d26
